Product Category,Total Amount,stock,Date
SKU056,7,79,18-01-2025
SKU078,8,93,07-02-2025
SKU026,4,92,20-02-2025
SKU053,6,70,30-03-2025
SKU009,5,30,26-03-2025
SKU031,3,93,06-01-2025
SKU041,5,24,09-02-2025
SKU067,7,25,06-03-2025
SKU023,6,52,10-01-2025
SKU019,7,98,25-01-2025
SKU089,2,48,02-01-2025
SKU080,6,56,01-02-2025
SKU074,2,46,02-02-2025
SKU085,7,41,21-01-2025
SKU093,4,72,17-03-2025
SKU025,4,46,09-01-2025
SKU074,4,71,21-03-2025
SKU037,6,77,18-01-2025
SKU082,4,47,11-03-2025
SKU098,3,47,02-02-2025
SKU032,4,94,20-01-2025
SKU036,0,55,03-02-2025
SKU022,2,37,01-01-2025
SKU051,4,89,14-02-2025
SKU061,11,32,28-02-2025
SKU038,6,65,11-03-2025
SKU044,5,86,13-01-2025
SKU062,5,24,31-03-2025
SKU094,3,90,13-02-2025
SKU065,3,32,25-03-2025
SKU088,2,52,04-03-2025
SKU042,2,23,06-03-2025
SKU074,3,63,22-03-2025
SKU066,0,71,17-01-2025
SKU099,3,23,07-02-2025
SKU038,4,71,05-01-2025
SKU043,2,24,23-03-2025
SKU030,4,71,12-03-2025
SKU063,7,71,25-03-2025
SKU077,7,22,05-02-2025
SKU059,1,72,17-02-2025
SKU076,2,33,10-02-2025
SKU074,3,80,20-01-2025
SKU052,5,82,25-03-2025
SKU003,3,32,29-01-2025
SKU035,4,93,09-01-2025
SKU077,7,72,07-01-2025
SKU008,8,26,18-02-2025
SKU030,5,80,19-01-2025
SKU088,3,33,29-01-2025
SKU039,5,59,24-03-2025
SKU086,6,87,25-03-2025
SKU013,3,79,18-01-2025
SKU021,5,99,16-03-2025
SKU007,3,24,21-03-2025
SKU054,1,93,12-01-2025
SKU071,5,91,03-02-2025
SKU019,2,70,08-03-2025
SKU068,3,83,22-03-2025
SKU073,6,52,12-02-2025
SKU029,4,86,20-02-2025
SKU075,8,87,07-03-2025
SKU089,4,38,13-03-2025
SKU079,3,44,08-03-2025
SKU060,2,22,19-02-2025
SKU032,5,46,05-02-2025
SKU056,7,92,16-03-2025
SKU049,5,66,05-03-2025
SKU089,1,87,17-03-2025
SKU057,10,44,06-03-2025
SKU079,9,67,31-01-2025
SKU069,7,28,01-03-2025
SKU030,7,78,16-03-2025
SKU049,5,41,01-03-2025
SKU077,1,56,12-01-2025
SKU084,8,76,09-01-2025
SKU003,5,75,01-02-2025
SKU019,5,34,28-01-2025
SKU031,4,32,14-03-2025
SKU098,4,88,14-03-2025
SKU053,6,28,04-02-2025
SKU018,2,33,28-02-2025
SKU053,6,53,08-02-2025
SKU010,4,80,02-02-2025
SKU095,2,98,20-02-2025
SKU033,3,46,06-02-2025
SKU072,4,63,22-03-2025
SKU055,4,58,03-02-2025
SKU046,5,39,20-01-2025
SKU061,4,99,02-03-2025
SKU087,6,46,29-03-2025
SKU073,6,22,23-01-2025
SKU017,5,78,09-01-2025
SKU017,7,26,29-01-2025
SKU084,4,92,16-03-2025
SKU054,4,29,26-03-2025
SKU077,4,28,19-03-2025
SKU013,5,25,09-03-2025
SKU098,6,77,23-03-2025
SKU030,2,62,17-03-2025
SKU040,7,29,04-03-2025
SKU099,2,88,06-02-2025
SKU041,3,27,15-01-2025
SKU021,3,37,08-02-2025
SKU020,4,98,22-02-2025
SKU033,4,70,10-01-2025
SKU052,7,98,23-02-2025
SKU023,5,21,01-03-2025
SKU040,5,31,16-02-2025
SKU069,3,92,03-03-2025
SKU009,3,26,18-03-2025
SKU023,4,20,22-03-2025
SKU096,3,93,18-01-2025
SKU056,3,95,15-02-2025
SKU008,4,55,21-03-2025
SKU067,4,68,28-03-2025
SKU021,3,91,10-02-2025
SKU048,2,31,15-01-2025
SKU079,3,31,06-03-2025
SKU010,6,95,06-03-2025
SKU013,4,67,13-02-2025
SKU084,8,96,03-02-2025
SKU029,6,58,28-02-2025
SKU082,6,32,21-02-2025
SKU029,2,30,07-03-2025
SKU045,4,30,07-01-2025
SKU072,6,46,01-03-2025
SKU064,3,65,09-03-2025
SKU016,8,40,03-01-2025
SKU017,7,76,11-02-2025
SKU044,4,48,07-03-2025
SKU069,1,91,31-03-2025
SKU015,9,98,17-02-2025
SKU001,9,20,21-03-2025
SKU083,5,70,31-01-2025
SKU038,3,73,14-02-2025
SKU064,8,22,07-02-2025
SKU051,4,69,26-03-2025
SKU021,6,29,14-03-2025
SKU050,2,59,07-01-2025
SKU082,6,25,30-03-2025
SKU004,4,94,31-03-2025
SKU047,7,92,10-02-2025
SKU096,5,61,12-01-2025
SKU020,0,98,05-02-2025
SKU062,4,36,15-03-2025
SKU087,6,25,24-03-2025
SKU026,4,46,25-02-2025
SKU009,2,50,05-03-2025
SKU060,8,21,11-03-2025
SKU079,4,95,22-02-2025
SKU039,6,64,27-02-2025
SKU053,7,45,01-01-2025
SKU018,5,42,15-01-2025
SKU004,7,37,12-01-2025
SKU083,12,80,16-01-2025
SKU028,3,27,18-01-2025
SKU036,5,95,14-01-2025
SKU042,8,66,31-03-2025
SKU044,6,70,27-01-2025
SKU024,6,66,03-01-2025
SKU067,3,46,03-01-2025
SKU012,6,26,18-02-2025
SKU038,2,46,13-03-2025
SKU020,1,79,04-03-2025
SKU098,7,48,17-03-2025
SKU085,4,68,19-02-2025
SKU003,7,96,10-02-2025
SKU027,3,38,02-01-2025
SKU026,7,24,25-01-2025
SKU053,6,66,24-02-2025
SKU057,5,53,23-01-2025
SKU090,8,90,23-01-2025
SKU023,5,41,05-03-2025
SKU080,2,35,21-02-2025
SKU069,4,68,31-01-2025
SKU030,3,92,23-01-2025
SKU058,8,82,07-01-2025
SKU041,3,64,18-02-2025
SKU086,6,22,25-01-2025
SKU044,1,84,09-01-2025
SKU002,6,53,02-03-2025
SKU073,8,97,25-03-2025
SKU076,6,45,02-01-2025
SKU059,9,91,19-01-2025
SKU024,5,42,02-03-2025
SKU012,6,73,27-01-2025
SKU040,7,34,10-01-2025
SKU049,2,37,14-03-2025
SKU012,4,56,21-03-2025
SKU050,3,79,22-03-2025
SKU029,1,68,21-03-2025
SKU038,10,82,09-02-2025
SKU044,9,99,09-03-2025
SKU042,6,66,30-01-2025
SKU026,3,63,02-03-2025
SKU007,3,56,11-01-2025
SKU042,3,90,12-02-2025
SKU092,6,81,17-02-2025
SKU085,4,51,26-01-2025
SKU012,4,70,30-01-2025
SKU086,3,94,21-02-2025
SKU099,7,67,08-02-2025
SKU057,2,29,13-03-2025
SKU055,5,42,11-03-2025
SKU090,2,48,03-03-2025
SKU018,3,39,16-01-2025
SKU082,11,65,12-01-2025
SKU065,2,82,02-03-2025
SKU094,5,72,16-03-2025
SKU047,7,96,07-03-2025
SKU028,5,57,08-03-2025
SKU077,5,96,02-03-2025
SKU023,9,44,02-01-2025
SKU095,7,49,11-02-2025
SKU082,5,78,12-03-2025
SKU021,3,95,13-01-2025
SKU100,3,50,21-03-2025
SKU075,2,64,02-03-2025
SKU033,5,86,17-02-2025
SKU001,7,41,11-02-2025
SKU036,7,40,08-01-2025
SKU072,9,28,07-03-2025
SKU073,6,72,12-03-2025
SKU100,5,71,03-02-2025
SKU059,2,48,02-01-2025
SKU056,10,61,10-03-2025
SKU080,8,90,13-03-2025
SKU024,3,63,10-02-2025
SKU094,5,99,17-01-2025
SKU024,5,65,01-02-2025
SKU050,4,34,16-02-2025
SKU064,3,77,27-01-2025
SKU095,6,39,04-02-2025
SKU044,6,78,22-03-2025
SKU006,5,92,17-03-2025
SKU016,4,58,16-03-2025
SKU083,1,44,17-02-2025
SKU059,3,76,14-02-2025
SKU027,4,89,14-02-2025
SKU067,4,76,30-01-2025
SKU011,3,30,16-03-2025
SKU099,1,44,09-03-2025
SKU077,8,77,31-01-2025
SKU006,3,90,12-03-2025
SKU086,2,93,06-03-2025
SKU030,2,23,27-01-2025
SKU097,5,73,14-01-2025
SKU002,10,27,23-02-2025
SKU064,4,34,12-01-2025
SKU042,0,59,22-01-2025
SKU049,3,73,02-01-2025
SKU013,4,66,17-03-2025
SKU094,4,41,24-01-2025
SKU006,7,80,20-01-2025
SKU023,6,96,20-02-2025
SKU064,3,73,07-03-2025
SKU045,5,41,09-01-2025
SKU047,8,79,14-02-2025
SKU014,7,87,12-01-2025
SKU048,9,96,22-02-2025
SKU031,3,83,10-02-2025
SKU034,5,49,05-02-2025
SKU058,4,72,19-03-2025
SKU002,8,25,22-03-2025
SKU088,2,64,01-01-2025
SKU056,10,78,03-03-2025
SKU032,4,41,31-03-2025
SKU071,3,80,26-03-2025
SKU023,5,36,28-01-2025
SKU059,1,68,28-02-2025
SKU012,1,25,26-02-2025
SKU053,10,35,28-01-2025
SKU076,7,74,13-03-2025
SKU064,2,20,22-01-2025
SKU075,3,69,10-01-2025
SKU023,3,82,13-02-2025
SKU023,3,55,21-03-2025
SKU053,4,55,06-02-2025
SKU063,10,27,05-01-2025
SKU035,6,36,14-03-2025
SKU061,5,88,30-03-2025
SKU076,9,44,27-03-2025
SKU077,3,83,19-02-2025
SKU099,2,27,31-03-2025
SKU037,4,95,06-03-2025
SKU096,0,40,15-02-2025
SKU015,2,78,26-03-2025
SKU073,10,77,31-01-2025
SKU090,7,45,15-01-2025
SKU046,4,70,01-03-2025
SKU097,3,38,06-03-2025
SKU093,4,66,26-03-2025
SKU069,2,51,09-03-2025
SKU090,3,38,02-01-2025
SKU075,7,26,21-02-2025
SKU084,2,99,09-03-2025
SKU036,7,61,03-01-2025
SKU094,2,29,21-01-2025
SKU056,3,56,24-01-2025
SKU043,2,53,21-01-2025
SKU071,5,62,07-01-2025
SKU069,5,33,15-01-2025
SKU100,4,99,07-03-2025
SKU098,6,89,27-03-2025
SKU087,10,51,01-03-2025
SKU063,7,72,21-03-2025
SKU043,5,33,11-02-2025
SKU010,1,78,05-03-2025
SKU077,4,46,22-02-2025
SKU047,2,52,06-03-2025
SKU043,7,67,15-01-2025
SKU042,3,67,05-01-2025
SKU036,3,46,30-03-2025
SKU068,5,45,22-02-2025
SKU012,5,66,27-02-2025
SKU010,3,38,18-03-2025
SKU066,6,63,16-01-2025
SKU047,9,40,08-02-2025
SKU002,6,67,10-03-2025
SKU073,8,89,02-03-2025
SKU035,4,86,03-01-2025
SKU032,1,56,11-03-2025
SKU013,5,70,07-03-2025
SKU021,7,76,01-02-2025
SKU100,1,42,15-01-2025
SKU055,9,46,19-02-2025
SKU084,6,77,13-03-2025
SKU027,7,83,24-02-2025
SKU017,4,61,05-02-2025
SKU067,8,73,02-03-2025
SKU022,1,22,06-01-2025
SKU015,3,52,28-01-2025
SKU062,5,21,02-01-2025
SKU033,2,41,15-01-2025
SKU085,3,48,08-01-2025
SKU023,6,72,12-01-2025
SKU077,5,80,16-02-2025
SKU085,2,43,05-03-2025
SKU095,8,68,23-01-2025
SKU086,6,79,03-01-2025
SKU059,8,59,11-01-2025
SKU018,9,93,21-02-2025
SKU065,6,78,28-03-2025
SKU010,8,99,19-03-2025
SKU028,4,34,28-03-2025
SKU025,7,84,04-01-2025
SKU061,4,93,20-01-2025
SKU040,4,75,01-03-2025
SKU064,4,64,03-03-2025
SKU093,6,38,01-02-2025
SKU085,4,85,22-03-2025
SKU028,4,87,02-02-2025
SKU073,9,67,05-02-2025
SKU078,7,42,11-03-2025
SKU042,3,35,24-02-2025
SKU067,9,31,06-01-2025
SKU016,7,30,18-03-2025
SKU089,4,96,19-01-2025
SKU070,7,59,20-01-2025
SKU016,4,43,26-02-2025
SKU021,4,31,22-02-2025
SKU001,4,21,16-03-2025
SKU090,3,95,16-03-2025
SKU083,1,37,23-03-2025
SKU070,3,64,11-02-2025
SKU044,6,54,18-03-2025
SKU081,5,37,20-01-2025
SKU074,7,67,26-02-2025
SKU081,7,90,19-03-2025
SKU026,10,58,31-01-2025
SKU099,7,39,19-03-2025
SKU039,6,88,25-02-2025
SKU003,5,82,27-01-2025
SKU032,7,41,26-03-2025
SKU007,5,78,28-01-2025
SKU100,7,66,17-03-2025
SKU056,7,57,01-03-2025
SKU100,4,72,22-03-2025
SKU077,6,76,30-03-2025
SKU047,2,63,20-01-2025
SKU074,7,58,12-03-2025
SKU026,2,83,17-03-2025
SKU093,8,83,10-03-2025
SKU085,7,39,14-01-2025
SKU021,3,41,20-03-2025
SKU011,10,50,13-02-2025
SKU082,9,69,31-01-2025
SKU034,3,93,22-01-2025
SKU024,4,54,28-02-2025
SKU007,5,49,02-01-2025
SKU044,8,32,25-02-2025
SKU058,1,74,24-03-2025
SKU046,4,99,11-01-2025
SKU052,6,86,22-03-2025
SKU018,4,45,03-02-2025
SKU094,11,77,11-02-2025
SKU010,6,88,16-02-2025
SKU013,5,57,06-02-2025
SKU061,3,93,07-01-2025
SKU065,1,93,11-02-2025
SKU083,5,67,07-02-2025
SKU027,2,95,20-02-2025
SKU030,4,23,31-03-2025
SKU089,2,81,22-03-2025
SKU036,4,28,09-03-2025
SKU015,6,83,01-02-2025
SKU090,4,84,11-02-2025
SKU037,9,68,21-02-2025
SKU053,4,80,20-02-2025
SKU001,9,74,01-01-2025
SKU057,7,87,09-03-2025
SKU056,7,93,17-01-2025
SKU055,5,29,20-03-2025
SKU044,5,35,20-03-2025
SKU042,9,78,14-02-2025
SKU008,5,57,03-02-2025
SKU015,7,71,18-02-2025
SKU046,7,31,09-02-2025
SKU006,3,55,07-02-2025
SKU059,7,70,03-02-2025
SKU059,5,71,03-01-2025
SKU097,7,96,25-03-2025
SKU095,4,35,18-01-2025
SKU034,5,79,25-03-2025
SKU014,5,50,08-02-2025
SKU011,1,78,14-03-2025
SKU065,8,90,21-01-2025
SKU051,2,70,24-01-2025
SKU079,5,28,10-03-2025
SKU067,4,39,13-01-2025
SKU089,3,26,19-02-2025
SKU047,4,67,15-03-2025
SKU061,7,40,05-02-2025
SKU050,5,64,03-02-2025
SKU058,4,94,24-01-2025
SKU064,4,26,18-01-2025
SKU041,7,71,25-02-2025
SKU098,5,94,09-03-2025
SKU099,6,48,03-03-2025
SKU015,4,95,27-03-2025
SKU070,5,27,22-02-2025
SKU054,7,45,16-03-2025
SKU033,6,37,05-03-2025
SKU059,5,32,01-03-2025
SKU082,5,86,26-02-2025
SKU005,2,85,21-03-2025
SKU037,7,89,12-01-2025
SKU064,7,48,25-02-2025
SKU023,5,26,15-03-2025
SKU054,5,95,20-02-2025
SKU033,3,49,10-02-2025
SKU033,10,70,25-01-2025
SKU020,5,36,11-03-2025
SKU068,9,25,30-03-2025
SKU058,6,24,30-01-2025
SKU050,5,95,14-03-2025
SKU100,7,41,26-02-2025
SKU040,5,82,06-01-2025
SKU007,6,46,06-03-2025
SKU067,6,85,26-02-2025
SKU046,4,89,03-01-2025
SKU045,6,74,17-02-2025
SKU100,7,33,20-03-2025
SKU054,2,68,30-01-2025
SKU041,3,50,01-03-2025
SKU093,3,91,24-01-2025
SKU088,2,33,28-03-2025
SKU093,4,20,28-03-2025
SKU001,7,77,10-03-2025
SKU087,2,41,05-03-2025
SKU039,7,84,10-03-2025
SKU005,7,29,29-01-2025
SKU001,6,78,24-03-2025
SKU013,4,90,26-02-2025
SKU048,3,65,20-02-2025
SKU086,5,71,30-01-2025
SKU037,5,32,25-03-2025
SKU023,6,83,14-03-2025
SKU081,3,35,22-02-2025
SKU063,4,65,09-02-2025
SKU095,8,52,13-03-2025
SKU095,6,62,25-03-2025
SKU069,6,57,30-03-2025
SKU034,7,85,11-02-2025
SKU093,6,57,16-03-2025
SKU071,5,41,04-02-2025
SKU014,4,52,26-03-2025
SKU004,2,99,11-01-2025
SKU009,9,73,02-01-2025
SKU056,5,72,25-02-2025
SKU012,1,89,17-03-2025
SKU013,6,80,11-02-2025
SKU037,2,80,27-03-2025
SKU046,6,95,06-03-2025
SKU048,1,56,15-02-2025
SKU025,2,85,11-03-2025
SKU082,6,96,02-02-2025
SKU036,9,77,01-02-2025
SKU049,6,35,23-03-2025
SKU045,7,92,21-01-2025
SKU062,3,43,07-01-2025
SKU007,1,45,10-03-2025
SKU074,5,99,11-03-2025
SKU099,5,70,15-02-2025
SKU011,9,34,31-03-2025
SKU042,7,77,04-02-2025
SKU082,2,93,13-01-2025
SKU065,3,35,23-01-2025
SKU048,9,55,02-03-2025
SKU058,8,73,17-03-2025
SKU056,7,78,26-03-2025
SKU066,3,96,13-03-2025
SKU040,5,75,19-01-2025
SKU060,5,69,11-01-2025
SKU036,8,26,04-03-2025
SKU019,8,42,24-01-2025
SKU001,4,70,27-03-2025
SKU082,5,95,08-02-2025
SKU069,4,50,14-02-2025
SKU060,3,99,28-02-2025
SKU030,7,49,09-03-2025
SKU027,5,95,06-01-2025
SKU078,4,64,02-01-2025
SKU089,4,30,16-01-2025
SKU027,5,80,12-01-2025
SKU068,5,36,13-01-2025
SKU044,4,91,21-03-2025
SKU040,1,81,21-01-2025
SKU078,7,28,17-03-2025
SKU042,6,32,26-02-2025
SKU035,4,98,25-03-2025
SKU029,5,73,10-02-2025
SKU065,7,65,21-03-2025
SKU004,5,43,01-02-2025
SKU084,4,41,06-03-2025
SKU039,4,57,06-02-2025
SKU024,3,51,06-03-2025
SKU004,4,90,17-03-2025
SKU050,3,75,15-02-2025
SKU063,3,45,27-03-2025
SKU074,3,23,20-02-2025
SKU003,2,44,23-01-2025
SKU054,6,63,19-03-2025
SKU034,2,76,17-03-2025
SKU013,5,66,10-03-2025
SKU043,8,98,31-03-2025
SKU088,7,20,14-03-2025
SKU008,5,48,20-02-2025
SKU067,7,32,20-01-2025
SKU054,12,65,08-02-2025
SKU001,4,60,25-03-2025
SKU057,6,87,27-02-2025
SKU052,3,53,04-02-2025
SKU053,5,52,17-01-2025
SKU043,8,21,29-03-2025
SKU088,7,82,21-03-2025
SKU052,4,65,22-01-2025
SKU008,4,79,27-03-2025
SKU041,4,45,23-02-2025
SKU096,6,89,08-01-2025
SKU058,8,98,09-02-2025
SKU002,3,33,19-02-2025
SKU001,5,27,23-02-2025
SKU085,7,34,01-03-2025
SKU054,7,98,28-02-2025
SKU068,6,32,11-03-2025
SKU055,4,20,09-02-2025
SKU093,3,66,16-01-2025
SKU025,1,94,27-02-2025
SKU099,3,77,08-03-2025
SKU068,2,87,09-02-2025
SKU051,5,90,05-01-2025
SKU033,4,90,26-01-2025
SKU094,3,61,25-02-2025
SKU084,6,98,04-03-2025
SKU012,8,60,05-01-2025
SKU017,5,55,31-03-2025
SKU080,2,94,10-01-2025
SKU072,3,86,05-02-2025
SKU078,1,59,09-02-2025
SKU039,5,33,28-01-2025
SKU073,6,73,18-03-2025
SKU004,7,54,07-03-2025
SKU023,5,82,12-03-2025
SKU086,5,34,01-03-2025
SKU038,9,75,07-02-2025
SKU080,0,29,21-03-2025
SKU010,7,35,26-01-2025
SKU006,3,56,22-03-2025
SKU087,5,27,09-03-2025
SKU040,5,71,26-02-2025
SKU081,6,68,25-03-2025
SKU098,3,70,24-02-2025
SKU073,7,89,21-01-2025
SKU059,3,76,23-03-2025
SKU002,7,42,28-01-2025
SKU028,5,71,08-02-2025
SKU066,5,51,12-02-2025
SKU017,6,84,19-02-2025
SKU079,7,22,23-02-2025
SKU054,7,94,21-02-2025
SKU015,6,91,12-01-2025
SKU078,5,83,21-03-2025
SKU066,4,28,03-02-2025
SKU052,8,36,27-01-2025
SKU088,8,66,03-02-2025
SKU052,7,56,21-02-2025
SKU047,0,34,05-03-2025
SKU099,5,40,05-01-2025
SKU072,2,53,20-02-2025
SKU087,8,39,29-01-2025
SKU059,8,48,10-03-2025
SKU009,3,32,04-03-2025
SKU062,2,52,26-01-2025
SKU078,6,91,23-02-2025
SKU017,7,36,01-01-2025
SKU006,12,44,11-01-2025
SKU023,7,79,01-01-2025
SKU027,5,36,15-01-2025
SKU042,5,50,21-02-2025
SKU063,2,38,07-03-2025
SKU028,3,26,23-03-2025
SKU045,3,59,20-03-2025
SKU052,5,62,29-01-2025
SKU068,4,85,15-02-2025
SKU080,5,92,11-03-2025
SKU027,4,44,07-01-2025
SKU100,5,43,29-01-2025
SKU038,3,20,12-01-2025
SKU015,5,50,15-02-2025
SKU031,7,82,10-01-2025
SKU052,5,51,27-02-2025
SKU029,2,96,27-02-2025
SKU070,7,44,06-02-2025
SKU064,6,79,25-03-2025
SKU018,5,29,02-03-2025
SKU026,5,60,06-03-2025
SKU087,8,68,20-01-2025
SKU043,6,59,15-03-2025
SKU036,2,35,18-01-2025
SKU073,6,82,07-02-2025
SKU088,4,35,19-01-2025
SKU067,5,65,05-02-2025
SKU081,7,31,01-03-2025
SKU001,1,60,11-01-2025
SKU053,8,89,23-03-2025
SKU076,6,80,20-03-2025
SKU006,11,77,16-02-2025
SKU056,4,83,27-01-2025
SKU090,5,88,26-03-2025
SKU027,6,76,01-02-2025
SKU027,7,71,19-02-2025
SKU036,7,68,18-03-2025
SKU100,8,39,24-02-2025
SKU003,6,84,17-01-2025
SKU073,5,98,26-02-2025
SKU010,8,43,18-01-2025
SKU015,6,97,17-03-2025
SKU021,6,45,07-02-2025
SKU100,8,85,22-02-2025
SKU036,5,94,29-01-2025
SKU016,9,21,04-02-2025
SKU014,5,26,01-01-2025
SKU034,1,58,23-03-2025
SKU085,7,20,01-01-2025
SKU018,4,26,30-03-2025
SKU087,8,75,25-02-2025
SKU096,4,68,06-03-2025
SKU095,2,33,02-03-2025
SKU002,4,67,19-03-2025
SKU061,4,22,01-01-2025
SKU088,3,26,17-01-2025
SKU057,9,98,06-01-2025
SKU006,3,37,10-02-2025
SKU013,1,74,21-02-2025
SKU073,4,29,27-02-2025
SKU058,2,23,06-02-2025
SKU026,8,82,27-02-2025
SKU090,4,34,06-03-2025
SKU091,7,41,28-02-2025
SKU087,5,73,12-01-2025
SKU012,4,97,24-02-2025
SKU077,7,33,10-03-2025
SKU055,0,92,07-03-2025
SKU020,4,36,14-03-2025
SKU023,5,86,09-02-2025
SKU011,6,22,24-03-2025
SKU067,4,91,25-02-2025
SKU054,6,89,12-02-2025
SKU032,6,73,05-03-2025
SKU053,7,92,23-02-2025
SKU002,6,86,27-01-2025
SKU028,6,88,24-01-2025
SKU071,9,41,28-03-2025
SKU069,7,89,04-02-2025
SKU035,6,62,11-03-2025
SKU052,7,36,10-03-2025
SKU077,2,96,16-01-2025
SKU075,5,50,09-01-2025
SKU056,7,78,06-02-2025
SKU069,8,74,19-03-2025
SKU007,5,34,05-03-2025
SKU049,10,49,18-02-2025
SKU033,4,61,12-03-2025
SKU089,8,74,30-03-2025
SKU041,7,43,05-03-2025
SKU093,6,90,04-03-2025
SKU022,7,25,06-02-2025
SKU071,2,30,17-01-2025
SKU024,3,83,06-02-2025
SKU017,2,46,07-02-2025
SKU086,5,31,20-02-2025
SKU019,8,87,20-03-2025
SKU026,2,96,19-02-2025
SKU076,6,41,26-03-2025
SKU025,2,37,27-03-2025
SKU043,2,71,09-02-2025
SKU066,5,21,22-03-2025
SKU045,7,75,19-03-2025
SKU048,3,72,03-01-2025
SKU066,3,29,22-02-2025
SKU072,4,94,27-03-2025
SKU094,10,38,08-03-2025
SKU084,3,20,20-01-2025
SKU066,5,82,01-03-2025
SKU039,1,98,08-01-2025
SKU091,7,58,19-01-2025
SKU025,6,25,06-01-2025
SKU100,3,66,10-01-2025
SKU061,4,83,09-03-2025
SKU039,6,57,30-03-2025
SKU069,7,80,20-03-2025
SKU072,2,70,10-01-2025
SKU062,7,30,03-02-2025
SKU091,5,70,02-02-2025
SKU063,5,23,17-03-2025
SKU066,4,45,27-03-2025
SKU055,6,80,11-02-2025
SKU026,11,90,19-01-2025
SKU005,4,92,31-01-2025
SKU024,7,62,08-01-2025
SKU047,5,57,14-03-2025
SKU039,5,24,23-02-2025
SKU051,7,26,30-01-2025
SKU040,5,40,03-03-2025
SKU012,3,43,12-01-2025
SKU051,10,82,09-03-2025
SKU013,3,95,18-02-2025
SKU087,6,85,09-02-2025
SKU074,9,24,21-02-2025
SKU020,6,44,08-03-2025
SKU057,5,37,20-01-2025
SKU086,8,84,10-01-2025
SKU022,4,94,26-03-2025
SKU033,4,74,19-02-2025
SKU078,6,44,13-03-2025
SKU081,4,59,23-02-2025
SKU011,7,36,07-01-2025
SKU074,8,24,13-02-2025
SKU037,7,28,24-03-2025
SKU022,5,54,01-03-2025
SKU081,2,55,03-02-2025
SKU077,5,68,12-03-2025
SKU045,4,29,13-02-2025
SKU031,6,87,11-02-2025
SKU060,3,51,08-01-2025
SKU084,2,88,25-01-2025
SKU095,6,36,15-03-2025
SKU047,6,91,06-02-2025
SKU062,3,77,15-01-2025
SKU059,3,81,17-01-2025
SKU040,4,37,25-01-2025
SKU087,6,43,20-02-2025
SKU005,8,26,13-01-2025
SKU070,7,46,05-03-2025
SKU046,4,59,19-02-2025
SKU010,10,90,07-03-2025
SKU038,4,53,27-01-2025
SKU066,4,78,17-02-2025
SKU097,1,24,01-01-2025
SKU042,5,45,03-03-2025
SKU022,6,69,23-03-2025
SKU059,2,81,04-03-2025
SKU080,3,27,12-02-2025
SKU028,4,78,12-03-2025
SKU008,6,66,02-01-2025
SKU013,4,41,22-03-2025
SKU008,10,83,10-03-2025
SKU054,7,63,14-01-2025
SKU081,3,40,13-02-2025
SKU063,6,69,27-01-2025
SKU057,4,75,11-01-2025
SKU004,3,25,22-01-2025
SKU013,4,27,11-03-2025
SKU018,4,90,11-02-2025
SKU064,4,28,21-03-2025
SKU056,4,77,07-03-2025
SKU029,1,29,10-01-2025
SKU038,6,51,28-03-2025
SKU069,3,32,18-01-2025
SKU099,8,21,30-03-2025
SKU044,6,35,19-02-2025
SKU011,7,94,18-01-2025
SKU038,5,94,31-01-2025
SKU004,3,98,15-02-2025
SKU074,4,98,23-01-2025
SKU005,6,53,08-03-2025
SKU018,5,34,07-01-2025
SKU076,5,73,24-02-2025
SKU014,7,93,05-02-2025
SKU033,9,34,04-02-2025
SKU030,3,47,18-01-2025
SKU024,10,92,05-02-2025
SKU003,3,27,02-03-2025
SKU078,6,42,09-03-2025
SKU026,3,67,04-03-2025
SKU032,3,60,27-03-2025
SKU032,6,77,30-03-2025
SKU039,6,32,01-02-2025
SKU053,6,48,03-01-2025
SKU029,6,50,04-01-2025
SKU062,8,93,13-02-2025
SKU075,3,20,04-01-2025
SKU083,12,58,20-01-2025
SKU042,9,31,11-01-2025
SKU002,7,21,11-01-2025
SKU062,3,64,06-01-2025
SKU075,5,23,27-03-2025
SKU063,6,21,29-03-2025
SKU052,10,48,01-02-2025
SKU056,9,23,23-02-2025
SKU006,1,35,23-02-2025
SKU020,4,32,10-02-2025
SKU027,4,53,23-02-2025
SKU097,5,72,10-02-2025
SKU009,9,97,02-03-2025
SKU089,6,90,06-02-2025
SKU083,3,38,05-02-2025
SKU065,6,63,12-01-2025
SKU032,6,72,25-01-2025
SKU072,3,94,19-01-2025
SKU095,3,42,24-02-2025
SKU041,7,51,15-02-2025
SKU064,2,53,29-01-2025
SKU016,4,84,01-01-2025
SKU036,5,83,22-03-2025
SKU042,3,54,06-02-2025
SKU035,5,64,07-01-2025
SKU073,3,65,23-02-2025
SKU098,5,68,30-03-2025
SKU054,2,65,30-03-2025
SKU006,5,57,18-03-2025
SKU029,5,30,05-02-2025
SKU097,1,85,03-02-2025
SKU026,7,41,03-03-2025
SKU025,5,60,11-02-2025
SKU015,7,58,21-02-2025
SKU098,3,54,02-01-2025
SKU078,2,77,20-01-2025
SKU062,9,60,09-02-2025
SKU086,2,64,22-01-2025
SKU032,5,26,16-02-2025
SKU093,9,24,07-02-2025
SKU085,7,43,26-02-2025
SKU087,5,63,08-03-2025
SKU040,4,45,04-02-2025
SKU014,2,34,20-02-2025
SKU095,5,44,21-03-2025
SKU019,11,92,31-01-2025
SKU030,2,91,24-03-2025
SKU030,6,32,08-03-2025
SKU071,6,50,20-01-2025
